X,Y
387.0,1.0485759999999983e-06
388.0,2.621439999999995e-07
389.0,1.0485759999999983e-06
390.0,1.0485759999999983e-06
391.0,4.194303999999995e-06
392.0,2.621439999999995e-07
393.0,1.0485759999999983e-06
394.0,1.0485759999999983e-06
395.0,4.194303999999995e-06
396.0,1.0485759999999983e-06
397.0,4.194303999999995e-06
398.0,4.194303999999995e-06
399.0,1.6777215999999983e-05
400.0,2.621439999999995e-07
401.0,1.0485759999999983e-06
402.0,1.0485759999999983e-06
403.0,4.194303999999995e-06
404.0,1.0485759999999983e-06
405.0,4.194303999999995e-06
406.0,4.194303999999995e-06
407.0,1.6777215999999983e-05
408.0,1.0485759999999983e-06
409.0,4.194303999999995e-06
410.0,4.194303999999995e-06
411.0,1.6777215999999983e-05
412.0,4.194303999999995e-06
413.0,1.6777215999999983e-05
414.0,1.6777215999999983e-05
415.0,6.710886399999994e-05
416.0,2.621439999999995e-07
417.0,1.0485759999999983e-06
418.0,1.0485759999999983e-06
419.0,4.194303999999995e-06
420.0,1.0485759999999983e-06
421.0,4.194303999999995e-06
422.0,4.194303999999995e-06
423.0,1.6777215999999983e-05
424.0,1.0485759999999983e-06
425.0,4.194303999999995e-06
426.0,4.194303999999995e-06
427.0,1.6777215999999983e-05
428.0,4.194303999999995e-06
429.0,1.6777215999999983e-05
430.0,1.6777215999999983e-05
431.0,6.710886399999994e-05
432.0,1.0485759999999983e-06
433.0,4.194303999999995e-06
434.0,4.194303999999995e-06
435.0,1.6777215999999983e-05
436.0,4.194303999999995e-06
437.0,1.6777215999999983e-05
438.0,1.6777215999999983e-05
439.0,6.710886399999994e-05
440.0,4.194303999999995e-06
441.0,1.6777215999999983e-05
442.0,1.6777215999999983e-05
443.0,6.710886399999994e-05
444.0,1.6777215999999983e-05
445.0,6.710886399999994e-05
446.0,6.710886399999994e-05
447.0,0.0002684354559999999
448.0,2.621439999999995e-07
449.0,1.0485759999999983e-06
450.0,1.0485759999999983e-06
451.0,4.194303999999995e-06
452.0,1.0485759999999983e-06
453.0,4.194303999999995e-06
454.0,4.194303999999995e-06
455.0,1.6777215999999983e-05
456.0,1.0485759999999983e-06
457.0,4.194303999999995e-06
458.0,4.194303999999995e-06
459.0,1.6777215999999983e-05
460.0,4.194303999999995e-06
461.0,1.6777215999999983e-05
462.0,1.6777215999999983e-05
463.0,6.710886399999994e-05
464.0,1.0485759999999983e-06
465.0,4.194303999999995e-06
466.0,4.194303999999995e-06
467.0,1.6777215999999983e-05
468.0,4.194303999999995e-06
469.0,1.6777215999999983e-05
470.0,1.6777215999999983e-05
471.0,6.710886399999994e-05
472.0,4.194303999999995e-06
473.0,1.6777215999999983e-05
474.0,1.6777215999999983e-05
475.0,6.710886399999994e-05
476.0,1.6777215999999983e-05
477.0,6.710886399999994e-05
478.0,6.710886399999994e-05
479.0,0.0002684354559999999
480.0,1.0485759999999983e-06
481.0,4.194303999999995e-06
482.0,4.194303999999995e-06
483.0,1.6777215999999983e-05
484.0,4.194303999999995e-06
485.0,1.6777215999999983e-05
486.0,1.6777215999999983e-05
487.0,6.710886399999994e-05
488.0,4.194303999999995e-06
489.0,1.6777215999999983e-05
490.0,1.6777215999999983e-05
491.0,6.710886399999994e-05
492.0,1.6777215999999983e-05
493.0,6.710886399999994e-05
494.0,6.710886399999994e-05
495.0,0.0002684354559999999
496.0,4.194303999999995e-06
497.0,1.6777215999999983e-05
498.0,1.6777215999999983e-05
499.0,6.710886399999994e-05
500.0,1.6777215999999983e-05
501.0,6.710886399999994e-05
502.0,6.710886399999994e-05
503.0,0.0002684354559999999
504.0,1.6777215999999983e-05
505.0,6.710886399999994e-05
506.0,6.710886399999994e-05
507.0,0.0002684354559999999
508.0,6.710886399999994e-05
509.0,0.0002684354559999999
510.0,0.0002684354559999999
511.0,0.0010737418239999998
512.0,1.638399999999996e-08
513.0,6.553599999999987e-08
514.0,6.553599999999987e-08
515.0,2.621439999999995e-07
516.0,6.553599999999987e-08
517.0,2.621439999999995e-07
518.0,2.621439999999995e-07
519.0,1.0485759999999983e-06
520.0,6.553599999999987e-08
521.0,2.621439999999995e-07
522.0,2.621439999999995e-07
523.0,1.0485759999999983e-06
524.0,2.621439999999995e-07
525.0,1.0485759999999983e-06
526.0,1.0485759999999983e-06
527.0,4.194303999999995e-06
528.0,6.553599999999987e-08
529.0,2.621439999999995e-07
530.0,2.621439999999995e-07
531.0,1.0485759999999983e-06
532.0,2.621439999999995e-07
533.0,1.0485759999999983e-06
534.0,1.0485759999999983e-06
535.0,4.194303999999995e-06
536.0,2.621439999999995e-07
537.0,1.0485759999999983e-06
538.0,1.0485759999999983e-06
539.0,4.194303999999995e-06
540.0,1.0485759999999983e-06
541.0,4.194303999999995e-06
542.0,4.194303999999995e-06
543.0,1.6777215999999983e-05
544.0,6.553599999999987e-08
545.0,2.621439999999995e-07
546.0,2.621439999999995e-07
547.0,1.0485759999999983e-06
548.0,2.621439999999995e-07
549.0,1.0485759999999983e-06
550.0,1.0485759999999983e-06
551.0,4.194303999999995e-06
552.0,2.621439999999995e-07
553.0,1.0485759999999983e-06
554.0,1.0485759999999983e-06
555.0,4.194303999999995e-06
556.0,1.0485759999999983e-06
557.0,4.194303999999995e-06
558.0,4.194303999999995e-06
559.0,1.6777215999999983e-05
560.0,2.621439999999995e-07
561.0,1.0485759999999983e-06
562.0,1.0485759999999983e-06
563.0,4.194303999999995e-06
564.0,1.0485759999999983e-06
565.0,4.194303999999995e-06
566.0,4.194303999999995e-06
567.0,1.6777215999999983e-05
568.0,1.0485759999999983e-06
569.0,4.194303999999995e-06
570.0,4.194303999999995e-06
571.0,1.6777215999999983e-05
572.0,4.194303999999995e-06
573.0,1.6777215999999983e-05
574.0,1.6777215999999983e-05
575.0,6.710886399999994e-05
576.0,6.553599999999987e-08
577.0,2.621439999999995e-07
578.0,2.621439999999995e-07
579.0,1.0485759999999983e-06
580.0,2.621439999999995e-07
581.0,1.0485759999999983e-06
582.0,1.0485759999999983e-06
583.0,4.194303999999995e-06
584.0,2.621439999999995e-07
585.0,1.0485759999999983e-06
586.0,1.0485759999999983e-06
587.0,4.194303999999995e-06
588.0,1.0485759999999983e-06
589.0,4.194303999999995e-06
590.0,4.194303999999995e-06
591.0,1.6777215999999983e-05
592.0,2.621439999999995e-07
593.0,1.0485759999999983e-06
594.0,1.0485759999999983e-06
595.0,4.194303999999995e-06
596.0,1.0485759999999983e-06
597.0,4.194303999999995e-06
598.0,4.194303999999995e-06
